FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
,Diego Carlos,DEF,AVL,5000000,1,1,1,2E-07,2E-07,0,15026,0,2,0,0,0,0,0,0.2,15026,0,0,1,0,0.2,0,1,0,0,0,0,0,1.1,4275,0,-1,0,0,90,4275,0,0,8,Everton,Crystal Palace,West Ham,Arsenal,Man City,1.4,0.9,1.1,0.7,0.5,0.5,1.4,0.5,0.5,0.9,0.5,0.5,0.5,1.4,0.5,0.5,0.9,1.4,0.5,1.2,0.6,0.5,0.9,1.2,1.1,0.9,0.5,0.7,0.7,0.5,0.5,0.5,1.2,1.2,1.1,0.5,0.5
Eric,Dier,DEF,TOT,5000000,8,8,8,1.6E-06,1.6E-06,0,20611,0,1,0,0,0,1,0,1.6,20611,0,0,8,0,1.6,0,8,0,0,0,0,0,4.4,47669,0,-1,0,0,90,47669,0,0,27,Chelsea,Wolverhampton,Nottingham Forest FC,West Ham,Fulham,9.9,11.4,9.9,9.9,9.6,7.7,11.4,9.9,9.9,11.4,9.9,11.4,9.9,10.6,11.4,7.7,11.4,9.9,11.4,8,9.3,9.9,11.4,11.4,9.9,11.4,9.9,9.9,11.4,11.4,9.9,11.4,9.1,11.4,9.9,9.3,9.9
Lucas,Digne,DEF,AVL,5000000,1,1,1,2E-07,2E-07,0,37306,0,2,0,0,0,0,0,0.2,37306,0,0,1,0,0.2,0,1,0,0,0,0,0,4.1,21761,0,-1,0,0,90,21761,0,0,11,Everton,Crystal Palace,West Ham,Arsenal,Man City,1.4,0.9,1.1,0.7,0.5,0.5,1.4,0.5,0.5,0.9,0.5,0.5,0.5,1.4,0.5,0.5,0.9,1.4,0.5,1.2,0.6,0.5,0.9,1.2,1.1,0.9,0.5,0.7,0.7,0.5,0.5,0.5,1.2,1.2,1.1,0.5,0.5
,Diogo Jota,FWD,LIV,9000000,0,0,0,0,0,0,16961,0,0,0,0,0,0,0,0,16961,0,0,0,0,0,0,0,0,0,0,0,0,0.5,412,0,-1,0,0,0,412,0,0,0,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Issa,Diop,DEF,FUL,4500000,0,0,0,0,0,0,1720,0,0,0,0,0,0,0,0,1720,0,0,0,0,0,0,0,0,0,0,0,0,0.2,840,0,-1,0,0,0,840,0,0,0,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moussa,Djenepo,MID,SOU,5000000,5,5,5,1E-06,1E-06,0,1504,0,4,0,0,0,0,0,1,1504,0,0,5,0,1,0,5,0,0,0,0,1,0.1,6917,0,-1,0,0,71,6917,0,0,16,Leeds United F.C.,Leicester,Man Utd,Chelsea,Wolverhampton,5.5,4.6,6.5,5.2,3.9,6.2,6.2,6.9,4.3,6.7,4.5,5.2,5.6,5.4,4.4,4.8,6,7.1,6,7.1,5.2,4.8,4.2,4.5,5.6,5.6,5.3,5.8,5.3,6.5,4.2,5.5,4.4,6.2,6.9,3.9,5.4
Matt,Doherty,DEF,TOT,5000000,1,1,1,2E-07,2E-07,0,15743,0,0,0,0,0,0,0,0.2,15743,0,0,1,0,0.2,0,1,0,0,0,0,0,0.7,1179,0,-1,0,0,3,1179,0,0,3,Chelsea,Wolverhampton,Nottingham Forest FC,West Ham,Fulham,0.7,1.4,0.5,0.9,0.5,0.5,0.6,0.7,0.5,1.4,1.2,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.9,0.5,0.5,0.5,1.1,0.9,1.2,0.7,1.2,1.2,0.5,0.5,0.5,1.4,0.5,1.1,0.7,0.5,0.5
,Douglas Luiz,MID,AVL,5000000,0,0,0,0,0,0,11570,1,0,0,0,0,0,0,0,11570,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1441,0,-1,0,0,8,1441,0,0,-1,Everton,Crystal Palace,West Ham,Arsenal,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flynn,Downes,MID,WHU,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,3135,0,0,0,0,0,0,0,0.2,3135,0,0,1,0,0.2,0,1,0,0,0,0,0,0.4,3042,0,-1,0,0,1,3042,0,0,3,Nottingham Forest FC,Brighton,Aston Villa,Tottenham,Chelsea,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.8,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Mohamed,Drager,DEF,NFO,4000000,0,0,0,0,0,0,5008,0,0,0,0,0,0,0,0,5008,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,-1,0,0,0,0,0,0,0,West Ham,Everton,Tottenham,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody,Drameh,DEF,LEE,4000000,0,0,0,0,0,0,749,0,0,0,0,0,0,0,0,749,0,0,0,0,0,0,0,0,0,0,0,0,0.1,747,0,-1,0,0,0,747,0,0,0,Southampton,Chelsea,Brighton,Everton,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,4500000,0,0,0,0,0,0,16473,0,0,0,0,0,0,0,0,16473,0,0,0,0,0,0,0,0,0,0,0,0,1,1733,0,-1,0,0,0,1733,0,0,0,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,DEF,FUL,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,2409,0,0,0,0,0,0,0,0.2,2288,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,975,0,-1,0,0,1,875,0,0,3,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham,1.2,0.5,0.7,0.5,0.9,0.9,0.5,0.5,0.9,0.5,0.9,0.5,1.4,0.5,1.4,0.9,1.4,0.5,0.5,1.1,0.7,0.7,0.5,1.4,0.5,0.9,0.5,0.5,1.1,1.2,0.5,0.7,0.5,0.6,1.2,1.1,1.2
Paul,Dummett,DEF,NEW,4000000,0,0,0,0,0,0,4224,0,0,0,0,0,0,0,0,4224,0,0,0,0,0,0,0,0,0,0,0,0,0.6,3202,0,-1,0,0,0,3202,0,0,0,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Dunk,DEF,BHA,4500000,2,2,2,4.44444444444444E-07,4.44444444444444E-07,0,9958,0,1,0,0,0,0,0,0.4,9958,0,0,2,0,0.4,0,2,0,0,0,0,0,2.1,24402,0,-1,0,0,90,24402,0,0,9,Newcastle,West Ham,Leeds United F.C.,Fulham,Leicester,1.6,2.5,1.6,1,1.8,1.2,2.8,1,2.8,1,2,1,2.5,2.5,2.5,2.5,2.5,2.5,1.3,1.4,1.5,2.5,1.1,1.3,2.8,1.3,2.8,1,2.5,2.1,1,1.6,2.8,2.8,2.1,2.8,2.1
Malcolm,Ebiowei,MID,CRY,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,1786,0,0,0,0,0,0,0,0.2,1786,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,1743,0,-1,0,0,4,1743,0,0,2,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.8
,Ederson,GLK,MCI,5500000,7,7,7,1.27272727272727E-06,1.27272727272727E-06,0,51975,0,0,0,1,0,0,0,1.3,51975,0,0,7,0,1.3,0,7,1,0,1,0,0,17.6,121949,0,-1,0,0,90,121949,0,0,26,Bournemouth,Newcastle,Crystal Palace,Nottingham Forest FC,Aston Villa,9.5,8.7,9.9,9.9,8.7,9.9,8.7,9.9,9.9,7.5,8.7,9.5,8.7,8,7.7,8.7,9.9,8.7,8.7,9.9,8.7,9.9,8.7,8.2,9.9,8.7,9.9,8.8,8.7,9.9,8.2,9.9,6.6,9.9,8.7,9.9,6.3
Odsonne,Edouard,FWD,CRY,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,38019,0,1,0,0,0,0,0,0.2,38019,0,0,1,0,0.2,0,1,0,0,0,0,0,3.1,19017,0,-1,0,0,57,19017,0,0,-5,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle,0.9,1.1,0.5,0.8,0.5,1.3,0.5,0.5,0.7,0.5,1.2,0.5,1.4,0.8,0.8,0.9,0.5,0.5,0.5,0.5,1.2,0.7,0.6,1.1,0.9,0.5,0.5,0.6,0.5,1.2,0.7,1,1,0.5,0.5,0.7,1
Anwar,El Ghazi,MID,AVL,5000000,0,0,0,0,0,0,2379,0,0,0,0,0,0,0,0,2379,0,0,0,0,0,0,0,0,0,0,0,0,0.1,723,0,-1,0,0,0,723,0,0,0,Everton,Crystal Palace,West Ham,Arsenal,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Elanga,MID,MUN,5000000,1,1,1,2E-07,2E-07,0,13846,0,0,0,0,0,0,0,0.2,13846,0,0,1,0,0.2,0,1,0,0,0,0,0,0.9,4419,0,-1,0,0,1,4419,0,0,2,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.7,0.5,0.5,0.5,0.6
Harvey,Elliott,MID,LIV,5000000,1,1,1,2E-07,2E-07,0,2068,0,1,0,0,0,0,0,0.2,2068,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,4129,0,-1,0,0,39,4129,0,0,3,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.7,0.5
Mohamed,Elneny,MID,ARS,4500000,0,0,0,0,0,0,17452,0,0,0,0,0,0,0,0,17452,0,0,0,0,0,0,0,0,0,0,0,0,1,5508,0,-1,0,0,0,5508,0,0,0,Leicester,Bournemouth,Fulham,Aston Villa,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed,Elyounoussi,MID,SOU,5500000,0,0,0,0,0,0,1376,0,0,0,0,0,0,0,0,1376,0,0,0,0,0,0,0,0,0,0,0,0,0.1,142,0,-1,0,0,0,142,0,0,0,Leeds United F.C.,Leicester,Man Utd,Chelsea,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Emerson,DEF,CHE,4000000,0,0,0,0,0,0,4196,0,0,0,0,0,0,0,0,4196,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5129,0,-1,0,0,0,5129,0,0,0,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Emerson Royal,DEF,TOT,5000000,9,9,9,1.8E-06,1.8E-06,0,15060,0,1,0,0,0,0,0,1.8,15060,0,0,9,0,1.8,0,9,1,0,0,0,2,2.2,74032,0,-1,0,0,86,74032,0,0,30,Chelsea,Wolverhampton,Nottingham Forest FC,West Ham,Fulham,11.2,12.8,11.2,11.2,11.3,9.2,12.8,11.2,11.2,12.8,11.2,12.8,11.2,12.4,12.8,9.2,12.8,11.2,12.8,9.6,11,11.2,12.8,12.8,11.2,12.8,11.2,11.2,12.8,12.8,11.2,12.8,10.7,12.8,11.2,11,11.2
Julio,Enciso,FWD,BHA,5000000,0,0,0,0,0,0,6548,0,0,0,0,0,0,0,0,6548,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2938,0,-1,0,0,0,2938,0,0,0,Newcastle,West Ham,Leeds United F.C.,Fulham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Eriksen,MID,MUN,6500000,2,2,2,3.07692307692308E-07,3.07692307692308E-07,0,46830,0,2,0,0,0,0,0,0.3,46830,0,0,2,0,0.3,0,2,0,0,0,0,0,4.8,39013,0,-1,0,0,90,39013,0,0,17,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal,1.2,1.3,1,1,1.2,1.3,1.3,1,1.5,1.3,1.2,1,1.8,1.7,1.5,2.3,1,1.3,1.2,1,1.7,1,1.4,1.6,1,1.2,1,1,1.9,1.9,1.2,1,2.1,1.4,1.1,1,1.9
Jonny,Evans,DEF,LEI,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,2516,0,2,0,0,0,0,0,0.2,2516,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,1870,0,-1,0,0,90,1870,0,0,15,Arsenal,Southampton,Chelsea,Man Utd,Brighton,0.7,1.4,0.7,1.4,0.5,0.9,0.9,0.7,0.5,1.1,0.5,1.2,0.5,1.2,0.9,0.5,0.5,0.5,0.5,0.5,0.7,1.1,1.2,0.9,1.2,0.9,0.5,0.9,0.5,0.5,1.4,0.5,1.4,0.5,0.5,0.5,1.1
Eberechi,Eze,MID,CRY,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,10107,0,2,0,0,0,0,0,0.4,10107,0,0,2,0,0.4,0,2,0,0,0,0,0,1,9311,0,-1,0,0,85,9311,0,0,7,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle,1,2.1,1,1.6,1,1.7,1,1.2,1.3,1,1.1,1.5,1.2,1.4,1.9,1.9,1,1.2,1,1.3,1.3,1.1,1.2,1.3,1.7,1.2,1,1.4,1,1,1.9,1,1.8,1,1.3,1.5,2.3
Lukasz,Fabianski,GLK,WHU,5000000,1,1,1,2E-07,2E-07,0,17152,0,0,0,0,0,0,0,0.2,17152,0,0,1,0,0.2,0,1,0,0,0,0,0,1.1,5314,0,-1,0,0,28,5314,0,0,5,Nottingham Forest FC,Brighton,Aston Villa,Tottenham,Chelsea,0,0,0.7,1.1,0.7,0.5,1.2,1.4,0.5,1.2,0.5,0.5,1.2,1.1,0.6,0.7,0.5,0.5,1.2,1.4,0.5,0.9,0.9,0.7,0.5,0.9,0.5,1.4,0.5,0.9,0.5,0.5,0.9,1.4,0.5,0.5,0.5
,Fabinho,MID,LIV,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,14696,0,1,0,0,0,0,0,0.2,14696,0,0,1,0,0.2,0,1,0,0,0,0,0,1.1,9555,0,-1,0,0,58,9555,0,0,12,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.7,0.5
,Fabio Silva,FWD,WOL,5500000,0,0,0,0,0,0,1386,0,0,0,0,0,0,0,0,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Fulham,Tottenham,Newcastle,Bournemouth,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fabio Vieira,MID,ARS,5900000,0,0,0,0,0,0,4807,0,0,0,0,0,0,0,0,4807,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,164,0,-1,0,0,0,164,-1,0,0,Leicester,Bournemouth,Fulham,Aston Villa,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Ferguson,DEF,CRY,4000000,0,0,0,0,0,0,3255,0,0,0,0,0,0,0,0,3255,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1398,0,-1,0,0,0,1398,0,0,0,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,10000000,2,2,2,2E-07,2E-07,0,44612,0,2,0,0,0,0,0,0.2,44612,0,0,2,0,0.2,0,2,0,0,0,0,0,2.9,6476,0,-1,0,0,89,6476,0,0,14,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal,1.2,1.3,1,1,1.2,1.3,1.3,1,1.5,1.3,1.2,1,1.8,1.7,1.5,2.3,1,1.3,1.2,1,1.7,1,1.4,1.6,1,1.2,1,1,1.9,1.9,1.2,1,2.1,1.4,1.1,1,1.9
Federico,Fernandez,DEF,NEW,4500000,0,0,0,0,0,0,1802,0,0,0,0,0,0,0,0,1802,0,0,0,0,0,0,0,0,0,0,0,0,0.1,35,0,-1,0,0,0,35,0,0,0,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto,Firmino,FWD,LIV,8000000,1,1,1,1.25E-07,1.25E-07,0,20623,0,1,0,0,0,0,0,0.1,20623,0,0,1,0,0.1,0,1,0,0,0,0,0,1.3,5473,0,-1,0,0,50,5473,0,0,4,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton,1.4,1.2,0.5,0.5,0.5,1.2,0.5,0.7,0.5,0.5,1,0.8,0.7,0.5,1.4,0.9,0.6,0.6,0.5,0.5,1,0.7,0.5,1.2,1.3,0.5,0.9,0.5,0.5,0.5,1,0.8,0.5,0.8,0.5,1.1,1.2
,Firpo,DEF,LEE,4500000,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,-1,0,0,0,25,0,0,0,Southampton,Chelsea,Brighton,Everton,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Foden,MID,MCI,8000000,3,3,3,3.75E-07,3.75E-07,0,53034,0,0,0,0,0,0,0,0.4,53034,0,0,3,0,0.4,0,3,0,0,1,0,0,6.6,60496,0,-1,0,0,87,60496,0,0,19,Bournemouth,Newcastle,Crystal Palace,Nottingham Forest FC,Aston Villa,2.5,1.9,3.2,4.1,3.1,2.4,1.6,3.2,2.3,1.9,1.8,2.2,2,3.4,3,2,3.4,1.8,2.6,2.2,1.9,3.7,3.5,2,2.5,2.6,3.3,2.5,1.8,2.6,1.6,2.3,2.8,2.5,2.8,2.3,2.4
Wesley,Fofana,DEF,LEI,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,13355,0,2,0,0,0,0,0,0.2,13355,0,0,1,0,0.2,0,1,0,0,0,0,0,1.8,11333,0,-1,0,0,90,11333,0,0,12,Arsenal,Southampton,Chelsea,Man Utd,Brighton,0.7,1.4,0.7,1.4,0.5,0.9,0.9,0.7,0.5,1.1,0.5,1.2,0.5,1.2,0.9,0.5,0.5,0.5,0.5,0.5,0.7,1.1,1.2,0.9,1.2,0.9,0.5,0.9,0.5,0.5,1.4,0.5,1.4,0.5,0.5,0.5,1.1
,Fornals,MID,WHU,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,13417,0,2,0,0,0,0,0,0.4,13417,0,0,2,0,0.4,0,2,0,0,0,0,0,1.5,10355,0,-1,0,0,90,10355,0,0,11,Nottingham Forest FC,Brighton,Aston Villa,Tottenham,Chelsea,1.9,1.1,1.7,1.2,1,1.3,1.5,1.1,1.9,1,1,1.3,1.3,1.7,1.4,1,1.6,1,1,1.9,1,1.2,1,2.3,1,2.1,1,1.2,1.5,1.2,1,1.3,1.3,1.7,1.2,1.3,1
Adam,Forshaw,MID,LEE,4500000,0,0,0,0,0,0,835,0,0,0,0,0,0,0,0,835,0,0,0,0,0,0,0,0,0,0,0,0,0.1,134,0,-1,0,0,0,134,0,0,0,Southampton,Chelsea,Brighton,Everton,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus,Forss,FWD,BRE,4500000,0,0,0,0,0,0,3064,0,0,0,0,0,0,0,0,3064,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,-1,0,0,0,0,0,0,0,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraser,Forster,GLK,TOT,4000000,0,0,0,0,0,0,20905,0,0,0,0,0,0,0,0,20905,0,0,0,0,0,0,0,0,0,0,0,0,6.1,7658,0,-1,0,0,0,7658,0,0,0,Chelsea,Wolverhampton,Nottingham Forest FC,West Ham,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrese,Francois,MID,FUL,4500000,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,-1,0,0,0,218,0,0,0,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,2708,0,0,0,0,0,0,0,0.2,2708,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,631,0,-1,0,0,9,631,0,0,4,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
,Fred,MID,MUN,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,20074,0,2,0,0,0,0,0,0.2,20074,0,0,1,0,0.2,0,1,0,0,0,0,0,0.9,5547,0,-1,0,0,52,5547,0,0,6,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.7,0.5,0.5,0.5,0.6
Ryan,Fredericks,DEF,BOU,4500000,0,0,0,0,0,0,996,0,0,0,0,0,0,0,0,996,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,-1,0,0,0,50,0,0,0,Man City,Arsenal,Liverpool,Wolverhampton,Nottingham Forest FC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gabriel,DEF,ARS,5000000,7,7,7,1.4E-06,1.4E-06,0,51419,0,0,0,0,0,0,0,1.4,51419,0,0,7,0,1.4,0,7,1,0,1,0,0,8.5,43185,0,-1,0,0,90,43185,0,0,26,Leicester,Bournemouth,Fulham,Aston Villa,Man Utd,9.9,8.2,8,9.9,8.7,9.9,6.3,9.9,8.8,8.7,7.7,8.7,9.9,8.7,8.7,9.9,8.2,9.9,8.7,9.9,8.7,7.7,8.7,8.7,9.5,6.6,9.9,9.9,7.5,8.7,9.9,6.3,9.9,8.7,9.5,8.7,9.9
Conor,Gallagher,MID,CHE,5900000,1,1,1,1.69491525423729E-07,1.69491525423729E-07,0,34337,0,0,0,0,0,0,0,0.2,34337,-1,1,1,1,0.2,0,1,0,0,0,0,0,1.4,1666,0,-1,0,0,1,1666,-1,0,3,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5
Alejandro,Garnacho,MID,MUN,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,839,0,0,0,0,0,0,0,0.2,839,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,5583,0,-1,0,0,1,5583,0,0,3,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.7,0.5,0.5,0.5,0.6
